"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"FirstHealth of the Carolinas, Inc.","","$28,975","$0","$28,975","2017","20170223","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/FHC_CMP_Notice_02_23_17.pdf",""
"Flexible Staffing Solutions, Inc. d/b/a OneSource Medical Staffing (OneSource)","","$24,775","$0","$24,775","2015","20150317","healthcare-related offenses","HHS civil monetary penalties","","Flexible Staffing Solutions, Inc. d/b/a OneSource Medical Staffing (OneSource), a Wilkes-Barre, Pennsylvania, healthcare staffing agency, entered into a $24,775.56 settlement agreement to resolve allegations that OneSource employed an individual who was excluded from participating in any Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Pennsylvania","Wilkes-Barre","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Florida Family Laboratories, LLC","","$197,400","$0","$197,400","2014","20140805","healthcare-related offenses","HHS civil monetary penalties","","Florida Family Laboratories, LLC, a Florida urine drug testing company, agreed to enter into a $197,400.09 settlement to resolve allegations that it submitted false or fraudulent claims to Medicare.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Florida","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Florida Healthcare Plus, Inc.","","$113,200","$0","$113,200","2014","20140717","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Florida Healthcare Plus, Inc.","","$40,890","$0","$40,890","2014","20140407","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Florida Hospital Heartland","","$20,000","$0","$20,000","2005","20050524","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Florida","","","","","","","","","","","","FOIA370","Source document obtained through a Freedom of Information Act request to the agency."
"Florida Medical Center","","$35,000","$0","$35,000","2002","20020801","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Florida","","","","","","","","","","","","FOIA442","Source document obtained through a Freedom of Information Act request to the agency."
"Floyd Medical Center","","$50,000","$0","$50,000","2016","20160106","healthcare-related offenses","HHS civil monetary penalties","","Floyd Medical Center entered into a $50,000 settlement agreement to resolve allegations that it violated the Emergency Medical Treatment and Labor Act when it failed to evaluate and treat a mentally ill patient who was transferred from another hospital to FMC for involuntary inpatient psychiatric care.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Georgia","Rome","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Forest Pharmaceuticals Inc.","Allergan","$164,000,000","$0","$164,000,000","2011","20110302","healthcare-related offenses","off-label or unapproved promotion of medical products","","Drug manufacturer Forest Pharmaceuticals Inc. was sentenced by U.S. District Judge Nancy Gertner to pay a criminal fine of $150 million and forfeit assets of $14 million following the company's guilty plea in November 2010 to one felony count of obstructing justice, one misdemeanor count of distributing an unapproved new drug in interstate commerce and one misdemeanor count of distributing a misbranded drug in interstate commerce, the Justice Department announced. The company, a subsidiary of New York City-based Forest Laboratories Inc., pleaded guilty to charges related to obstruction of an FDA regulatory inspection, to the distribution of Levothroid, which at the time was an unapproved new drug, and to the illegal promotion of the anti-depressant drug Celexa for use in treating children and adolescents.","federal","agency action","Food and Drug Administration referral to the Justice Department","civil and criminal","","","","","","","","","","","","Ireland (reincorporated for tax reasons)","","publicly traded","AGN","pharmaceuticals","pharmaceuticals","http://www.justice.gov/opa/pr/forest-pharmaceuticals-sentenced-pay-164-million-criminal-violations",""
"Fort Duncan Medical Center","","$15,000","$0","$15,000","2007","20070302","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Texas","","","","","","","","","","","","FOIA348","Source document obtained through a Freedom of Information Act request to the agency."
"Fort Lauderdale Hospital, Inc.","","$45,000","$0","$45,000","2012","20120210","healthcare-related offenses","HHS civil monetary penalties","","Fort Lauderdale Hospital, Inc. agreed to pay $45,000 to resolve its liability for Civil Monetary Penalties under the patient dumping statute.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Florida","Fort Lauderdale","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Fort Tryon Rehabilitation and Healthcare Facility, LLC","","$110,223","$0","$110,223","2016","20161115","healthcare-related offenses","HHS civil monetary penalties","","On November 15, 2016, Fort Tryon Rehabilitation and Healthcare Facility, LLC (Fort Tryon), New York, New York, entered into a $110,223.36 settlement agreement with OIG. The settlement agreement resolves allegations that Fort Tryon employed two individuals who were excluded from participating in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","New York","Fort Tryon","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"ForTec Medical, Inc.","","$126,249","$0","$126,249","2012","20121102","healthcare-related offenses","HHS civil monetary penalties","kickbacks and bribery","ForTec Medical, Inc., ForTec Litho, LLC, ForTec Litho Florida, LLC, ForTec Litho Central, LLC, and ForTec Litho NY, LLC agreed to pay $126,249.30 for allegedly violating the Civil Monetary Penalties Law provisions applicable to physician self-referrals and kickbacks.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Fountain Valley Regional Hospital and Medical Center","Tenet Healthcare","$20,000","$0","$20,000","2002","20020930","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","California","","","","","","USA","Texas","publicly traded","THC","healthcare services","healthcare services","FOIA432","Source document obtained through a Freedom of Information Act request to the agency."
"Freedom Ambulance, LLC","","$846,563","$0","$846,563","2017","20170331","healthcare-related offenses","HHS civil monetary penalties","","Freedom Ambulance, LLC entered into a $846,563.92 settlement agreement to resolve allegations that it knowingly presented to Medicare and Texas Medicaid false or fraudulent claims for non-emergency repetitive ambulance services between beneficiaries' residences or skilled nursing facilities and non-hospital based dialysis facilities.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Texas","Beeville","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Freeman Health System East/West","Freeman Health System","$35,000","$0","$35,000","2007","20070327","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Missouri","","","","","","USA","Missouri","non-profit","","healthcare services","hospitals","FOIA347","Source document obtained through a Freedom of Information Act request to the agency."
"Fresenius Medical Care","Fresenius","$120,447","$0","$120,447","2015","20150717","healthcare-related offenses","HHS civil monetary penalties","","Fresenius Medical Care entered into a $120,447.23 settlement agreement to resolve allegations that Fresenius employed an individual who was excluded from participating in any Federal health care programs. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Indiana","","","","","","Germany","","publicly traded","FMS","healthcare services","healthcare services","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Frontera Strategies, LP","","$510,938","$0","$510,938","2017","20170418","healthcare-related offenses","HHS civil monetary penalties","","Frontera Strategies, LP entered into a $510,938.74 settlement agreement to resolve allegations that it submitted claims to Medicare for nerve conduction studies (NCS) that are considered screening exams and not covered by Medicare.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Texas","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"FutureCare Irvington, LLC","","$36,290","$0","$36,290","2008","20080726","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Maryland","","","","","","","","","","","","FOIA475","Source document obtained through a Freedom of Information Act request to the agency."
"Gambro Healthcare, Inc.","Baxter International","$346,000","$0","$346,000","2004","20041201","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Colorado","","","","","","USA","Illinois","publicly traded","BAX","medical equipment and supplies","medical supplies","FOIA299","Source document obtained through a Freedom of Information Act request to the agency."
"Garden State Imaging","","$83,000","$0","$83,000","2010","20100208","healthcare-related offenses","HHS civil monetary penalties","kickbacks and bribery","Garden State Imaging agreed to pay $83,000 for allegedly violating the Civil Monetary Penalties Law provisions applicable to kickbacks. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","New Jersey","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Geisinger Health System","Geisinger Health","$180,400","$0","$180,400","2014","20140717","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","Pennsylvania","non-profit","","healthcare services","healthcare services","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Geisinger Indemnity Insurance Company","","$20,000","$0","$20,000","2011","20110922","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","Required Beneficiary Notices","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"GlaxoSmithKline LLC","GlaxoSmithKline","$3,000,000,000","$0","$3,000,000,000","2012","20120702","healthcare-related offenses","off-label or unapproved promotion of medical products","drug or medical equipment safety violation","Global health care giant GlaxoSmithKline LLC) agreed to plead guilty and to pay $3 billion to resolve its criminal and civil liability arising from the company's unlawful promotion of certain prescription drugs, its failure to report certain safety data, and its civil liability for alleged false price reporting practices. The resolution is the largest health care fraud settlement in U.S. history and the largest payment ever by a drug company.","federal","agency action","Food and Drug Administration referral to the Justice Department","civil and criminal","","","","","","","","","","","","Britain","","publicly traded","GSK","pharmaceuticals","pharmaceuticals","http://www.justice.gov/opa/pr/glaxosmithkline-plead-guilty-and-pay-3-billion-resolve-fraud-allegations-and-failure-report",""
"Glenmark Pharmaceuticals, Inc.","","$2,887,300","$0","$2,887,300","2015","20150831","healthcare-related offenses","HHS civil monetary penalties","","Glenmark Pharmaceuticals, Inc. USA entered into a $2,887,300 settlement agreement to resolve allegations that Glenmark failed to timely submit monthly and quarterly Average Manufacturer's Price data to the Centers for Medicare and Medicaid Services for certain months and quarters in 2013 and 2014. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Globus Medical Inc.","Globus Medical","$550,000","$0","$550,000","2012","20120228","healthcare-related offenses","off-label or unapproved promotion of medical products","","Settlement of a civil money penalty action relating to the distribution of unapproved medical devices. Company CEO David C. Paul was required to pay an additional $450,000","federal","agency action","Food and Drug Administration","civil","","","","","","Pennsylvania","Audubon","","","","","USA","Pennsylvania","publicly traded","GMED","medical equipment and supplies","medical equipment","http://www.fda.gov/newsevents/newsroom/pressannouncements/ucm293745.htm",""
"Good Samaritan Regional Health Center","","$15,000","$0","$15,000","2004","20040525","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Illinois","","","","","","","","","","","","FOIA391","Source document obtained through a Freedom of Information Act request to the agency."
"Google Inc.","","$500,000,000","$0","$500,000,000","2011","20110824","healthcare-related offenses","off-label or unapproved promotion of medical products","","Online search engine Google Inc. agreed to forfeit $500 million for allowing online Canadian pharmacies to place advertisements through its AdWords program targeting consumers in the United States, resulting in the unlawful importation of controlled and non-controlled prescription drugs into the United States.","federal","agency action","Food and Drug Administration referral to the Justice Department","criminal","non-prosecution agreement","","","","","","","","","","","","","publicly traded","","","","https://www.justice.gov/opa/pr/google-forfeits-500-million-generated-online-ads-prescription-drug-sales-canadian-online",""
"Gordon Memorial Hospital","","$7,500","$0","$7,500","2003","20031118","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Nebraska","","","","","","","","","","","","FOIA401","Source document obtained through a Freedom of Information Act request to the agency."
"Grady Memorial Hospital Corporation","Grady Health System","$40,000","$0","$40,000","2016","20160518","healthcare-related offenses","HHS civil monetary penalties","","Grady Memorial Hospital Corporation d/b/a/ Grady Health System (GHS), in Atlanta, Georgia, entered into a $40,000 settlement resolving allegations that GHS violated the Emergency Medical Treatment and Labor Act when it failed to provide an adequate medical screening examination and stabilizing treatment to a patient.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Georgia","Atlanta","","","","","USA","Georgia","non-profit","","healthcare services","healthcare services","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Greenport Rescue Squad, Inc.","","$10,000","$0","$10,000","2003","20030708","healthcare-related offenses","HHS civil monetary penalties","kickbacks and bribery","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","New York","","","","","","","","","","","","FOIA324","Source document obtained through a Freedom of Information Act request to the agency."
"Griffin Memorial Hospital","","$80,000","$0","$80,000","2003","20030805","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Oklahoma","","","","","","","","","","","","FOIA412","Source document obtained through a Freedom of Information Act request to the agency."
"Hackley Hospital","","$90,000","$0","$90,000","2012","20121019","healthcare-related offenses","HHS civil monetary penalties","","Hackley Hospital agreed to pay $90,000 to resolve its liability for Civil Monetary Penalties under the patient dumping statute.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Michigan","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Hackley Professional Pharmacy, Inc.","","$158,565","$0","$158,565","2010","20100819","healthcare-related offenses","HHS civil monetary penalties","","Hackley Professional Pharmacy, Inc. agreed to pay $158,565.97 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Michigan","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Halls Physicians Services","","$51,972","$0","$51,972","2012","20120509","healthcare-related offenses","HHS civil monetary penalties","","Halls Physicians Services agreed to pay $51,972.20 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Tennessee","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Hanford Community Medical Center","","$15,000","$0","$15,000","2004","20040315","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","California","","","","","","","","","","","","FOIA395","Source document obtained through a Freedom of Information Act request to the agency."
"Harper's Hospice Care, Inc.","","$150,000","$0","$150,000","2014","20140425","healthcare-related offenses","HHS civil monetary penalties","kickbacks and bribery","Harper's Hospice Care, Inc. agreed to pay $150,000 for allegedly violating the Civil Monetary Penalties Law provisions applicable to physician self-referrals and kickbacks. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Mississippi","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Hartford Hospital","Hartford HealthCare","$2,469,374","$0","$2,469,374","2017","20170418","healthcare-related offenses","HHS civil monetary penalties","","Hartford Hospital entered into a $2,469,374 settlement agreement to resolve allegations that it submitted claims in which patients who received home health services within three days of the patients' release from Hartford were improperly coded as discharged rather than as a post-acute care transfer.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Connecticut","Hartford","","","","","USA","Connecticut","non-profit","","healthcare services","healthcare services","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Haven Nursing Home, Inc.","","$90,921","$0","$90,921","2008","20081229","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Maryland","","","","","","","","","","","","FOIA471","Source document obtained through a Freedom of Information Act request to the agency."
"HCA Midwest Division d/b/a Belton Regional Medical Center","","$40,000","$0","$40,000","2016","20161222","healthcare-related offenses","HHS civil monetary penalties","","On December 22, 2016, OIG entered into a settlement agreement with HCA Midwest Division d/b/a Belton Regional Medical Center. BRMC agreed to pay $40,000.00 to resolve its liability for civil money penalties under the patient dumping statute. Specifically, OIG alleged that BRMC violated the Emergency Medical Treatment and Labor Act by failing to provide an appropriate medical screening examination and stabilizing treatment to two patients who came to BRMC's emergency department with emergency psychiatric conditions.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Missouri","Belton","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/index.asp",""
"Health Alliance Plan","","$423,200","$0","$423,200","2013","20131121","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Health Alliance Plan","","$75,000","$0","$75,000","2012","20121214","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Health Care Service Corporation","","$115,625","$0","$115,625","2016","20161011","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/HCSC_CMP_Notice_10_11_16.pdf",""
"Health First Health Plans, Inc.","","$420,600","$0","$420,600","2015","20150408","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Health Net, Inc.","Centene","$458,250","$0","$458,250","2016","20160229","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","Missouri","publicly traded","CNC","healthcare services","managed care","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Health Net, Inc.","Centene","$86,530","$0","$86,530","2013","20131024","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","Required Beneficiary Notices","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","Missouri","publicly traded","CNC","healthcare services","managed care","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Health Net of Arizona","Centene","$227,450","$0","$227,450","2015","20150803","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","Required Beneficiary Notices","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","Missouri","publicly traded","CNC","healthcare services","managed care","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Health Partners Plans, Inc.","","$32,600","$0","$32,600","2016","20161121","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/HPP_CMP_Notice_11_21_16.pdf",""
"Health Plan of the Ohio Upper Valley","","$194,950","$0","$194,950","2015","20150129","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Health Plan of San Mateo","","$49,725","$0","$49,725","2016","20161121","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/HP_of_San_Mateo_CMP_11_21_16.pdf",""
"HealthCare Partners, LLC","","$341,309","$0","$341,309","2014","20140304","healthcare-related offenses","HHS civil monetary penalties","","HealthCare Partners, LLC agreed to pay $341,309.93 for allegedly violating the Civil Monetary Penalties Law by employing two individuals that it knew or should have known were excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","California","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Healthfirst, Inc.","Healthfirst","$38,125","$0","$38,125","2016","20161011","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","New York","privately held","","healthcare services","health insurance","https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/Healthfirst_CMP_Notice_10_11_16.pdf",""
"HealthPartners, Inc.","","$21,800","$0","$21,800","2014","20140611","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Healthpoint Ltd. and DFB Pharmaceuticals","","$28,000,000","$0","$28,000,000","2012","20121206","healthcare-related offenses","off-label or unapproved promotion of medical products","kickbacks and bribery","Healthpoint Ltd. and DFB Pharmaceuticals agreed to pay up to $48 million to resolve allegations that Healthpoint caused false claims to be submitted to Medicare and Medicaid for an unapproved drug, Xenaderm, which was ineligible for reimbursement by those programs. Under the terms of the agreement, Healthpoint and DFB agreed to pay $28 million, plus another $20 million if there is a change in ownership of Healthpoint or DFB over the next three years. ","federal","agency action","Food and Drug Administration referral to the Justice Department","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/healthpoint-ltd-pay-48-million-false-medicaid-and-medicare-claims-unapproved-prescription",""
"HealthSouth Corporation","Encompass Health","$100,000","$0","$100,000","2007","20070625","healthcare-related offenses","HHS civil monetary penalties","kickbacks and bribery","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Texas","","","","","","USA","Alabama","publicly traded","EHC","healthcare services","healthcare services","FOIA311","Source document obtained through a Freedom of Information Act request to the agency."
"HealthSun Health Plans, Inc.","Anthem","$50,000","$0","$50,000","2012","20121214","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","Indiana","publicly traded","ANTM","healthcare services","insurance; managed care","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"HealthWorks Rehab & Fitness","","$8,132","$0","$8,132","2009","20090225","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","West Virginia","","","","","","","","","","","","FOIA470","Source document obtained through a Freedom of Information Act request to the agency."
"Heartland Surgical Specialty Hospital","","$33,187","$0","$33,187","2009","20091110","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Kansas","","","","","","","","","","","","FOIA454","Source document obtained through a Freedom of Information Act request to the agency."
"Hemet Valley Medical Center","","$45,000","$0","$45,000","2006","20060516","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","California","","","","","","","","","","","","FOIA352","Source document obtained through a Freedom of Information Act request to the agency."
"Hendricks Community Hospital","","$20,000","$0","$20,000","2012","20120615","healthcare-related offenses","HHS civil monetary penalties","","Hendricks Community Hospital agreed to pay $20,000 to resolve its liability for Civil Monetary Penalties under the patient dumping statute.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Minnesota","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Henry Schein, Inc.","Henry Schein","$1,140,260","$0","$1,140,260","2013","20131017","healthcare-related offenses","HHS civil monetary penalties","kickbacks and bribery","Henry Schein, Inc. agreed to pay $1,140,260 for allegedly violating the Civil Monetary Penalties Law provisions applicable to physician self-referrals and kickbacks. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","","","USA","New York","publicly traded","HSIC","wholesalers","wholesalers-medical supplies","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Heritage Medical Partners, LLC","","$170,260","$0","$170,260","2013","20130109","healthcare-related offenses","HHS civil monetary penalties","","Heritage Medical Partners, LLC, Thomas Lenns, M.D., Paul Long, M.D., Michael Mayes, M.D., and William Petty II, M.D. agreed to pay $170,260 for allegedly violating the Civil Monetary Penalties Law by requesting payments from Medicare beneficiaries that were in violation of an assignment agreement.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","South Carolina","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Heritage Robinson, LLC and Burnsides Community Health Center, Inc.","","$26,748","$0","$26,748","2017","20170530","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Illinois","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/index.asp",""
"Hickman Community Hospital","","$5,000","$0","$5,000","2005","20050722","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Tennessee","","","","","","","","","","","","FOIA368","Source document obtained through a Freedom of Information Act request to the agency."
