"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Matrix Telecom","","$875,000","$0","$875,000","2014","20140604","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DOC-327439A1.pdf",""
"Mauiva, LLC","","$50,000","$0","$50,000","2012","20121106","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2012-11-3.pdf",""
"Maverick Media of Rockford","","$185,000","$0","$185,000","2014","20140425","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","http://transition.fcc.gov/eb/Orders/2014/DA-14-360A1.html",""
"M.C. Dean","","$718,000","$0","$718,000","2015","20151102","consumer-protection-related offenses","telecommunications violation","","The Federal Communications Commission said it planned a $718,000 fine against M.C. Dean for blocking consumers' Wi-Fi connections at the Baltimore Convention Center.","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DOC-336097A1.pdf",""
"McGowan and Company","","$100,000","$0","$100,000","2017","20170126","consumer-protection-related offenses","discriminatory practices (non-employment)","","The U.S. Department of Housing and Urban Development announced agreements with two insurance companies in Ohio and Florida settling allegations the companies violated the Fair Housing Act by denying insurance coverage to properties that contained subsidized housing and low-income housing.","federal","agency action","Housing and Urban Development Department","civil","","","","","","Ohio","","","","","","","","","","","","https://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advisories/2017/HUDNo_17-014",""
"MCI Worldcom","Verizon Communications","$3,500,000","$0","$3,500,000","2000","20000606","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","USA","New York","publicly traded","VZ","telecommunications","telecommunications","https://transition.fcc.gov/Bureaus/Enforcement/News_Releases/2000/nren0009.html",""
"MCI Worldcom","Verizon Communications","$100,000","$0","$100,000","2000","20000301","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","USA","New York","publicly traded","VZ","telecommunications","telecommunications","https://transition.fcc.gov/Bureaus/Enforcement/News_Releases/2000/nren0003.html",""
"Med Resorts International, Inc.","","$5,000,000","$0","$5,000,000","2001","20011105","consumer-protection-related offenses","consumer protection violation","","The Federal Trade Commission announced a settlement with Med Resorts International, Inc. of Clearwater, Florida, five related companies, and their principals. The settlement, which resolved allegations that the defendants had engaged in a series of deceptive practices in selling vacation travel club memberships, included approximately $5 million in consumer redress.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2001/11/travel-club-marketer-settles-charges-misrepresentation",""
"Medical Weight Loss Clinic","","$20,000","$0","$20,000","2008","20080708","consumer-protection-related offenses","discriminatory practices (non-employment)","Americans with Disabilities Act","The Justice Department today reached a settlement with the Medical Weight Loss Clinic, which is headquartered in Southfield, Mich., under the Americans with Disabilities Act (ADA). It was alleged that Medical Weight Loss Clinic refused to serve a prospective client because she had HIV disease. ","federal","agency action","Justice Department Civil Rights Division","civil","","","","","","Michigan","Southfield","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2008/July/08-crt-592.html",""
"Medifast Inc.","Medifast Inc.","$3,700,000","$0","$3,700,000","2012","20120910","consumer-protection-related offenses","consumer protection violation","","Jason Pharmaceuticals Inc, a subsidiary of diet plan marketer Medifast Inc., agreed to pay a $3.7 million civil penalty to settle Federal Trade Commission charges that it violated a previous agency order by making unsupported claims about its weight-loss program.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","USA","Maryland","publicly traded","MED","miscellaneous services","weight loss products","https://www.ftc.gov/news-events/press-releases/2012/09/subsidiary-diet-plan-marketer-medifast-inc-pay-37-million-settle",""
"Medjet Assistance, LLC","","$25,000","$0","$25,000","2009","20090623","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2009-06-19.pdf",""
"Megabus USA L.L.C., and Megabus Northeast L.L.C.","","$67,500","$0","$67,500","2011","20110516","consumer-protection-related offenses","Americans with Disabilities Act","","The Justice Department announced a comprehensive settlement agreement under the Americans with Disabilities Act with intercity bus service providers Megabus USA L.L.C., and Megabus Northeast L.L.C.","federal","agency action","Justice Department Civil Rights Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-ada-settlement-intercity-bus-company-megabus",""
"Member Source Media LLC","","$200,000","$0","$200,000","2008","20080130","consumer-protection-related offenses","consumer protection violation","","An online advertiser that drove traffic to its Web sites using spam e-mails with misleading subject lines agreed to settle Federal Trade Commission charges that it failed to disclose that consumers had to spend money to receive the so-called free items it touted.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2008/01/online-advertiser-settles-ftc-charges-free-products-werent-free",""
"Meracord LLC","","$1,376,000","$0","$1,376,000","2013","20131003","consumer-protection-related offenses","consumer protection violation","debt collection abuses","The Consumer Financial Protection Bureau announced an enforcement action against Meracord LLC, a leading debt-settlement payment processor, for allegedly helping others to collect millions of dollars in illegal upfront fees from consumers. The Bureau asked a federal district court to approve a consent order that would require Meracord and its CEO and owner, Linda Remsberg, to halt all illegal activities and to pay a $1.376 million civil penalty.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-meracord-for-processing-illegal-debt-settlement-fees/",""
"Mercantile Mortgage Company, Inc.","","$250,000","$0","$250,000","2002","20020718","consumer-protection-related offenses","consumer protection violation","","The Federal Trade Commission, the U.S. Department of Housing and Urban Development and the State of Illinois announced that subprime lender Mercantile Mortgage Company, Inc. agreed to settle allegations that the company deceived borrowers about the terms of their loans in violation of the Federal Trade Commission Act and the Illinois Consumer Fraud and Deceptive Business Practices Act. The settlement required the company to make a $250,000 payment for consumer redress and create a program to offer refinanced loans on favorable terms to certain borrowers with balloon loans.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2002/07/midwest-mortgage-lender-agrees-settle-illegal-lending-charges",""
"Merchant Services Direct LLC","","$175,000","$0","$175,000","2014","20141027","consumer-protection-related offenses","consumer protection violation","","A company that sold credit and debit card payment processing services to small businesses has agreed to settle Federal Trade Commission charges that it used deception and unsubstantiated claims when signing businesses up for its services and processing equipment. ","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2014/10/marketers-agree-settle-ftc-charges-they-deceived-small-businesses",""
"Mercy Flights, Inc.","","$30,000","$0","$30,000","2010","20100618","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2010-06-18.pdf",""
"Mesa Airlines, Inc., d/b/a go!","Mesa Air","$20,000","$0","$20,000","2006","20060822","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Arizona","publicly traded","MESA","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/2006-8-20.pdf",""
"Mesaba Airlines","","$75,000","$0","$75,000","2009","20091124","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2009-11-16.pdf",""
"Mesaba Aviation, Inc.","Delta Air Lines","$125,000","$0","$125,000","2011","20110107","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Georgia","publicly traded","DAL","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2011-01-04_0.pdf",""
"Metropolitan Home Mortgage, Inc","","$20,000","$0","$20,000","2009","20090818","consumer-protection-related offenses","consumer protection violation","","A home mortgage lender that sent prescreened offers of credit to consumers without properly informing them of their right to opt out of receiving such offers in the future agreed to settle Federal Trade Commission charges that it violated federal law. ","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2009/08/mortgage-lender-agrees-settle-ftc-charges-prescreened-loan-offers",""
"Miami Air International, Inc.","","$15,000","$0","$15,000","2004","20040420","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/2004-4-15.pdf",""
"Miami International, Inc.","","$50,000","$0","$50,000","2009","20090326","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2009-03-19.pdf",""
"Micro Star Software, Inc.","","$90,000","$0","$90,000","2002","20020523","consumer-protection-related offenses","consumer protection violation","","The Federal Trade Commission announced a settlement with Micro Star Software, Inc., a Carlsbad, California, software marketing company, and its president, resolving allegations that they misled consumers by misrepresenting a 30-day trial offer for software as no risk.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2002/05/california-software-marketer-pay-90000-not-disclosing-terms-its",""
"Middle East Airlines Airliban","","$10,000","$0","$10,000","2015","20151105","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2015-11-4.pdf",""
"Midland States Bancorp","Midland States Bancorp","$15,950,000","$0","$15,950,000","2014","20141002","consumer-protection-related offenses","discriminatory practices (non-employment)","","The Department of Housing and Urban Development announced a Conciliation Agreement with Illinois-based Midland States Bancorp resolving redlining allegations that the bank avoided doing business in predominantly African American and Hispanic neighborhoods in St. Louis, Missouri and northern Illinois.","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","USA","Illinois","publicly traded","MSBI","financial services","banking","https://archives.hud.gov/news/2014/pr14-122.cfm",""
"Midwest Express Airlines","","$12,500","$0","$12,500","2001","20011231","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","FOIA569","Source document obtained through a Freedom of Information Act request to the agency."
"Military Credit Services, LLC","","$200,000","$0","$200,000","2016","20161220","consumer-protection-related offenses","consumer protection violation","","","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/consumer-financial-protection-bureau-takes-second-action-against-military-credit-services-improper-contract-disclosures/",""
"Millennium Telecard, Inc","","$2,320,000","$0","$2,320,000","2012","20120201","consumer-protection-related offenses","consumer protection violation","","An operation that marketed prepaid calling cards to immigrants agreed to pay $2.32 million as part of a settlement to resolve Federal Trade Commission charges that they made false claims to consumers about the number of minutes of talk time their prepaid calling cards would deliver.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2012/02/prepaid-phone-card-marketers-agree-pay-232-million-settle-ftc",""
"MLT Vacations, Inc.","Delta Air Lines","$50,000","$0","$50,000","2002","20021227","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Georgia","publicly traded","DAL","airlines","airlines","https://www.transportation.gov/sites/dot.gov/files/docs/2002-12-19.pdf",""
"MM&S Airways, LLC","","$20,000","$0","$20,000","2004","20040329","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/2004-3-29.pdf",""
"MN Airlines, LLC d/b/a Sun Country Airlines","","$40,000","$0","$40,000","2010","20100924","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2010-09-25.pdf",""
"Monarch Services, Inc. and Girls Life, Inc.","","$30,000","$0","$30,000","2001","20010419","consumer-protection-related offenses","consumer protection violation","privacy violation","The Federal Trade Commission announced settlements with three web operators for violations of the Children's Online Privacy Protection Rule (COPPA Rule).","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2001/04/ftc-announces-settlements-web-sites-collected-childrens-personal",""
"MoneyGram International, Inc.","MoneyGram International","$18,000,000","$0","$18,000,000","2009","20091020","consumer-protection-related offenses","consumer protection violation","","MoneyGram International, Inc. agreed to pay $18 million in consumer redress to settle FTC charges that the company allowed its money transfer system to be used by fraudulent telemarketers to bilk U.S. consumers out of tens of millions of dollars. MoneyGram was also required to implement a comprehensive anti-fraud and agent-monitoring program.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","USA","Texas","publicly traded","MGI","financial services","money transfer services","https://www.ftc.gov/news-events/press-releases/2009/10/moneygram-pay-18-million-settle-ftc-charges-it-allowed-its-money",""
"Morgan Drexen, Inc.","Morgan Drexen","$172,882,488","$0","$172,882,488","2016","20160318","consumer-protection-related offenses","consumer protection violation","","At the request of the Consumer Financial Protection Bureau, a federal district court entered a final judgment against debt relief company Morgan Drexen, Inc., resolving a lawsuit filed by the CFPB in August 2013. The Bureau's lawsuit against Morgan Drexen alleged that the company charged illegal upfront fees and deceived consumers.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","USA","California","out of business","","miscellaneous services","debt relief services","http://www.consumerfinance.gov/about-us/newsroom/cfpb-wins-final-judgment-against-morgan-drexen-for-illegal-debt-relief-scheme/",""
"Mortgage Investors Corporation","","$7,500,000","$0","$7,500,000","2013","20130627","consumer-protection-related offenses","consumer protection violation","","Mortgage Investors Corporation, one of the nation's leading refinancers of veterans' home loans, will pay a $7.5 million civil penalty, the largest fine the FTC has ever collected for allegedly violating Do Not Call provisions of the agency's Telemarketing Sales Rule. This case also represents the first action brought by the FTC to enforce the Mortgage Acts and Practices - Advertising Rule (MAP Rule), which allows the FTC to collect civil penalties for deceptive mortgage ads.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2013/06/mortgage-broker-targeting-us-servicemembers-will-pay-record-75",""
"Mortgage Master, Inc.","","$425,000","$0","$425,000","2013","20131009","consumer-protection-related offenses","consumer protection violation","mortgage abuses","The Consumer Financial Protection Bureau ordered Mortgage Master, Inc. and Washington Federal to pay civil penalties for violating the Home Mortgage Disclosure Act, which requires certain mortgage lenders to accurately collect and report data about home mortgage loans. Mortgage Master will pay $425,000 and Washington Federal will pay $34,000 in civil penalties.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-nonbank-and-bank-for-inaccurate-mortgage-loan-reporting/",""
"MortgageIT, Inc.","","$12,100,000","$0","$12,100,000","2013","20131105","consumer-protection-related offenses","discriminatory practices (non-employment)","","The U.S. Department of Housing and Urban Development announced that MortgageIT, Inc., an indirect subsidiary of Deutsche Bank, agreed to pay $12.1 million to resolve allegations that the residential lender discriminated against African American and Hispanic borrowers seeking mortgage loans. ","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","","","","https://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advisories/2013/HUDNo.13-157",""
"Mrs. Fields Cookies","","$100,000","$0","$100,000","2003","20030227","consumer-protection-related offenses","consumer protection violation","privacy violation","Mrs. Fields Cookies and Hershey Foods Corporation each agreed to settle Federal Trade Commission charges that their websites violated the Children's Online Privacy Protection Act by collecting personal information from children without first obtaining the proper parental consent.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2003/02/ftc-receives-largest-coppa-civil-penalties-date-settlements-mrs",""
"MSG Flight Operations, LLC","","$30,000","$0","$30,000","2004","20040706","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/2004-7-3_0.pdf",""
"Multi/Tech Engineering Services Inc.","","$60,902","$0","$60,902","2013","20130820","consumer-protection-related offenses","Americans with Disabilities Act","","The Justice Department announced that Multi/Tech Engineering Services Inc., an engineering firm based in Salem, Ore., agreed to pay more than $60,000 to settle a lawsuit alleging that it had violated the Fair Housing Act by designing Gateway Village Apartments with steps and other features that made it inaccessible to people with disabilities.","federal","agency action","Justice Department Civil Rights Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-settles-fair-housing-lawsuit-multitech-engineering-services-inc",""
"Multiline Long Distance, Inc","","$120,000","$0","$120,000","2015","20150211","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DA-15-87A1.pdf",""
"My Travel North America","","$50,000","$0","$50,000","2002","20021022","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/2002-10-27.pdf",""
"Mylan Laboratories, Inc.","Mylan","$100,000,000","$0","$100,000,000","2000","20001129","consumer-protection-related offenses","consumer protection violation","","The Federal Trade Commission approved a $100 million settlement with Mylan Laboratories, Inc. resolving allegations that four companies, including Mylan, conspired to deny Mylan's competitors ingredients necessary to manufacture two widely-prescribed anti-anxiety drugs.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","Netherlands (reincorporated for tax reasons)","","publicly traded","MYL","pharmaceuticals","pharmaceuticals","https://www.ftc.gov/news-events/press-releases/2000/11/ftc-reaches-record-financial-settlement-settle-charges-price",""
"The Nahdree Group, Ltd.","","$10,000","$0","$10,000","2000","20000210","consumer-protection-related offenses","consumer protection violation","","The Nahdree Group, Ltd. -- a New York-based manufacturer of women's evening and special occasion wear -- agreed to pay a $10,000 civil penalty to settle allegations that it violated the Federal Trade Commission's Care Labeling Rule by using labels stating Dryclean Only by Zurcion Method. ","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2000/02/manufacturer-womens-special-occasion-wear-agrees-pay-civil",""
"National Access Long Distance, Inc","","$216,000","$0","$216,000","2015","20150211","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DA-15-86A1.pdf",""
"National Air Cargo Group, Inc., d/b/a National Airlines","National Air Cargo Group Inc.","$20,000","$0","$20,000","2010","20101220","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","USA","Florida","privately held","","freight and logistics","air cargo carriers","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2010-12-22.pdf",""
"National Check Control","","$10,204,445","$0","$10,204,445","2005","20050728","consumer-protection-related offenses","consumer protection violation","","The Federal Trade Commission won a $10.2 million judgment against debt- collection company National Check Control and its principals for violations of the Fair Debt Collection Practices Act. In addition, a federal district court judge permanently banned the defendants from engaging in debt collection in the future.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2005/07/ftc-wins-10-million-judgment-against-fraudulent-debt-collectors",""
"National Corrective Group","","$50,000","$0","$50,000","2015","20150330","consumer-protection-related offenses","consumer protection violation","debt collection abuses","The Consumer Financial Protection Bureau announced an enforcement action against a nationwide debt collection operation and its chief executive officer for using deceptive threats of criminal prosecution and jail time in order to intimidate consumers into paying debts for bounced checks. The company also misled consumers into believing that they must enroll in a costly financial education program to avoid criminal charges. The proposed order, if approved by a federal district court, would put an end to the illegal activities, impose a civil money penalty of $50,000, and require new consumer disclosures and stronger oversight of the bounced check program.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-bad-check-debt-collector/",""
"National Leisure Group, Inc.","","$30,000","$0","$30,000","2003","20031218","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/2003-12-18.pdf",""
"National Maintenance Supply, Inc.","","$80,000","$0","$80,000","2000","20000229","consumer-protection-related offenses","consumer protection violation","","A suburban Chicago-area telemarketing company charged with sending unordered merchandise to small businesses around the country and then billing them for it agreed to settle Federal Trade Commission and State of Illinois charges that it was violating federal law. The settlement barred National Maintenance Supply, Inc. and its owner from any future telemarketing of office, cleaning or janitorial supplies and required payment of $80,000 in consumer redress.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2000/02/chicago-telemarketers-settle-ftc-charges-alleged-office-supply",""
"National Payment Network","","$2,449,000","$0","$2,449,000","2015","20150515","consumer-protection-related offenses","consumer protection violation","","Following a public comment period, the Federal Trade Commission approved a final consent order with a company that deceptively advertised its add-on biweekly auto payment plan. National Payment Network, Inc. is required to issue $1.5 million in consumer refunds within 30 days of service of the order, and will waive another $949,000 in fees to current customers.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2015/05/ftc-approves-final-consent-deceptive-auto-add-case",""
"Nationstar Mortgage LLC","Mr. Cooper Group","$1,750,000","$0","$1,750,000","2017","20170315","consumer-protection-related offenses","consumer protection violation","mortgage abuses","The Consumer Financial Protection Bureau ordered Nationstar Mortgage LLC to pay a $1.75 million civil penalty for violating the Home Mortgage Disclosure Act by consistently failing to report accurate data about mortgage transactions for 2012 through 2014.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","USA","Texas","publicly traded","COOP","financial services","financial services","https://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-nationstar-mortgage-flawed-mortgage-loan-reporting/",""
"Nationwide Long Distance Service, Inc","","$216,000","$0","$216,000","2015","20150211","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DA-15-85A1.pdf",""
"Nationwide Nevada, LLC and NAC Management Corp.","","$170,000","$0","$170,000","2008","20080929","consumer-protection-related offenses","discriminatory practices (non-employment)","","The Justice Department reached a settlement resolving allegations that Nationwide Nevada, LLC, and its general partner NAC Management Corp., engaged in a pattern or practice of discrimination by refusing to finance car loans for customers living on Indian reservations in Utah and Nevada. ","federal","agency action","Justice Department Civil Rights Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2008/September/08-crt-863.html",""
"Native Air Charters, Inc.","","$30,000","$0","$30,000","2002","20021212","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/2002-12-13.pdf",""
"Navy Federal Credit Union","Navy Federal Credit Union","$28,500,000","$0","$28,500,000","2016","20161011","consumer-protection-related offenses","consumer protection violation","","","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","USA","Virginia","privately held","","financial services","credit union","http://www.consumerfinance.gov/about-us/newsroom/cfpb-orders-navy-federal-credit-union-pay-285-million-improper-debt-collection-actions/",""
"NBTY, Inc.","Carlyle Group","$2,100,000","$0","$2,100,000","2010","20101213","consumer-protection-related offenses","consumer protection violation","","The Federal Trade Commission reached a settlement requiring major marketers of children's vitamins to stop making false and unproven claims that their supplements promote healthy brain and eye development in children. The companies agreed to pay $2.1 million to provide refunds to consumers who purchased certain multivitamins in their Disney and Marvel Heroes line.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","USA","District of Columbia","publicly traded","CG","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.ftc.gov/news-events/press-releases/2010/12/ftc-settlement-prohibits-marketers-childrens-vitamins-making",""
"NBTY, Inc.","Carlyle Group","$2,000,000","$0","$2,000,000","2005","20051012","consumer-protection-related offenses","consumer protection violation","","NBTY Inc., a leading manufacturer and distributor of dietary supplements in the United States and abroad, agreed to pay a $2 million civil penalty to settle allegations that it violated the terms of a 1995 FTC order by making false and misleading health claims about two of its products.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","USA","District of Columbia","publicly traded","CG","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.ftc.gov/news-events/press-releases/2005/10/nbty-inc-pay-2-million-penalty-alleged-violations-ftc-order",""
"NCO Group, Inc.","Alorica","$1,500,000","$0","$1,500,000","2004","20040513","consumer-protection-related offenses","consumer protection violation","","One of the nation?s largest debt-collection firms was required to pay $1.5 million to settle Federal Trade Commission allegations that it violated the Fair Credit Reporting Act by reporting inaccurate information about consumer accounts to credit bureaus.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","USA","California","privately held","","business services","business process outsourcing","https://www.ftc.gov/news-events/press-releases/2004/05/nco-group-pay-largest-fcra-civil-penalty-date",""
"Net One International","NetOne International","$1,600,000","$0","$1,600,000","2016","20160309","consumer-protection-related offenses","telecommunications violation","","The Federal Communications Commission announced a $1.6 million fine against Net One International, a Florida-based long distance carrier, for billing consumers for unauthorized charges and fees, a practice known as cramming.  ","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","USA","Florida","privately held","","miscellaneous services","telemarketing","https://apps.fcc.gov/edocs_public/attachmatch/DOC-338134A1.pdf",""
"Net One International","NetOne International","$25,000","$0","$25,000","2014","20140115","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","USA","Florida","privately held","","miscellaneous services","telemarketing","https://apps.fcc.gov/edocs_public/attachmatch/DA-14-38A1.pdf",""
"Netpliance, Inc.","","$100,000","$0","$100,000","2001","20010702","consumer-protection-related offenses","consumer protection violation","","The marketer of a device advertised as a less expensive alternative to the PC for Internet access and e-mail agreed to settle Federal Trade Commission allegations that its sales and billing practices violated federal laws. ","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2001/07/netpliance-settles-ftc-charges",""
