"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Jtekt Corporation","JTEKT","$103,270,000","$0","$103,270,000","2013","20130926","competition-related offenses","price-fixing or anti-competitive practices","","Nine Japan-based companies and two executives agreed to plead guilty and to pay a total of more than $740 million in criminal fines for their roles in separate conspiracies to fix the prices of more than 30 different products sold to U.S. car manufacturers and installed in cars sold in the United States and elsewhere.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Japan","","publicly traded","","automotive parts","automotive parts","https://www.justice.gov/opa/pr/nine-automobile-parts-manufacturers-and-two-executives-agree-plead-guilty-fixing-prices",""
"K Line Logistics Ltd.","Ocean Network Express","$3,507,246","$0","$3,507,246","2013","20130308","competition-related offenses","price-fixing or anti-competitive practices","","Two Japanese air freight forwarding companies agreed to plead guilty and to pay criminal fines totaling $18.9 million for their roles in a conspiracy to fix certain fees in connection with the provision of air freight forwarding services for air cargo shipments from Japan to the United States.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Singapore","","privately held","","freight and logistics","ocean shipping","https://www.justice.gov/opa/pr/two-japanese-freight-forwarding-companies-agree-plead-guilty-criminal-price-fixing-charges",""
"Kabba & Amir Investments, Inc. dba International Freight Forwarders","","$6,000","$0","$6,000","2008","20080430","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=919&Itemid=",""
"Kaiser Aluminum & Chemical Corporation","Kaiser Aluminum","$210,000","$0","$210,000","2001","20011221","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","California","publicly traded","KALU","metals","aluminum","FOIA154","Source document obtained through a Freedom of Information Act request to the agency."
"Kamino International Transport Inc.","","$5,000","$0","$5,000","2003","20030610","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA133","Source document obtained through a Freedom of Information Act request to the agency."
"Kason Industries Inc.","","$3,300,000","$0","$3,300,000","2010","20100817","competition-related offenses","price-fixing or anti-competitive practices","","A New York corporation, whose principal place of business is Newnan, Ga., was sentenced to pay a $3.3 million criminal fine for conspiring to allocate customers in the food service equipment hardware market, including walk-in refrigeration equipment.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","Georgia","Newnan","","","","","","","","","","","https://www.justice.gov/opa/pr/georgia-manufacturer-food-service-equipment-hardware-pays-33-million-fine-role-customer",""
"Kawasaki Kisen Kaisha Ltd. (K Line)","Ocean Network Express","$1,100,000","$0","$1,100,000","2013","20131223","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","Singapore","","privately held","","freight and logistics","ocean shipping","https://web.archive.org/web/20190402212914/https://www.fmc.gov/NR13-19/default.aspx",""
"Kawasaki Kisen Kaisha Ltd. (K-Line)","Ocean Network Express","$67,700,000","$0","$67,700,000","2014","20140926","competition-related offenses","price-fixing or anti-competitive practices","","Kawasaki Kisen Kaisha Ltd. (K-Line), a Japanese corporation, has agreed to plead guilty and to pay a $67.7 million criminal fine for its involvement in a conspiracy to fix prices, allocate customers, and rig bids of international ocean shipping services for roll-on, roll-off cargo, such as cars and trucks, to and from the United States and elsewhere","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Singapore","","privately held","","freight and logistics","ocean shipping","https://www.justice.gov/opa/pr/japanese-company-agrees-plead-guilty-price-fixing-ocean-shipping-services-cars-and-trucks",""
"Kayaba Industry Co. Ltd., dba KYB Corporation","Kayaba Industry Co. (KYB)","$62,000,000","$0","$62,000,000","2015","20150916","competition-related offenses","price-fixing or anti-competitive practices","","Kayaba Industry Co. Ltd., dba KYB Corporation has agreed to plead guilty and to pay a $62 million criminal fine for its role in a conspiracy to fix the price of shock absorbers installed in cars and motorcycles sold to U.S. consumers. KYB allegedly conspired from the mid-1990s until 2012 to fix the prices of shock absorbers sold to Fuji Heavy Industries Ltd. (manufacturer of Subaru vehicles), Honda Motor Co. Ltd., Kawasaki Heavy Industries Ltd., Nissan Motor Company Ltd., Suzuki Motor Corporation and Toyota Motor Company, including their subsidiaries in the United States. ","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Japan","","publicly traded","","automotive parts","automotive parts","https://www.justice.gov/opa/pr/kyb-agrees-plead-guilty-and-pay-62-million-criminal-fine-fixing-price-shock-absorbers",""
"Keaton Cattle Co.","","$7,000","$0","$7,000","2007","20070605","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Texas","Sealy","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2007NR.pdf",""
"Keith Jensen Livestock","","$10,000","$0","$10,000","2014","20140514","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","South Dakota","Langford","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2014NR.pdf",""
"Keithley Instruments International Corp.","Fortive","$125,000","$0","$125,000","2009","20091209","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","Washington","publicly traded","FTV","industrial equipment","industrial equipment","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=537&Itemid=",""
"Kellogg Brown & Root LLC","KBR","$402,000,000","$0","$402,000,000","2009","20090211","competition-related offenses","Foreign Corrupt Practices Act","","Kellogg Brown & Root LLC, a global engineering, construction and services company based in Houston, pleaded guilty to charges related to the Foreign Corrupt Practices Act for its participation in a decade-long scheme to bribe Nigerian government officials to obtain engineering, procurement and construction contracts to build liquefied natural gas facilities on Bonny Island, Nigeria.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","USA","Texas","publicly traded","KBR","construction and engineering","construction & engineering","https://www.justice.gov/opa/pr/kellogg-brown-root-llc-pleads-guilty-foreign-bribery-charges-and-agrees-pay-402-million",""
"Kellogg Brown & Root LLC","KBR","$177,000,000","$0","$177,000,000","2009","20090211","competition-related offenses","Foreign Corrupt Practices Act","","Kellogg Brown & Root LLC agreed to pay $177 million in disgorgement to settle allegations that it bribed Nigerian government officials over a 10-year period, in violation of the Foreign Corrupt Practices Act (FCPA), in order to obtain construction contracts. ","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","Texas","publicly traded","KBR","construction and engineering","construction & engineering","https://www.sec.gov/news/press/2009/2009-23.htm",""
"Kemp Cattle","","$90,000","$0","$90,000","2011","20111209","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Texas","Tolar","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2011NR.pdf",""
"Kennametal Inc.","Kennametal","$262,500","$0","$262,500","2004","20040624","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","Pennsylvania","publicly traded","KMT","industrial equipment","industrial equipment","FOIA117","Source document obtained through a Freedom of Information Act request to the agency."
"Kensal Farmers Elevator Company","","$17,000","$0","$17,000","2012","20120312","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","North Dakota","Kensal","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf",""
"Keosauqua Sales Company, Inc","","$5,500","$0","$5,500","2014","20140820","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Iowa","Keosauqua","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2014NR.pdf",""
"Kering Capital Ltd.","","$1,200,000","$0","$1,200,000","2016","20161214","competition-related offenses","fraud","","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr7498-16",""
"Kerlan Jobe Orthopaedic Clinic","","$3,000,000","$0","$3,000,000","2009","20091201","competition-related offenses","kickbacks and bribery","","The Kerlan Jobe Orthopaedic Clinic, a sports medicine clinic in Los Angeles, agreed to pay the United States $3 million to settle allegations that it received illegal kickbacks from HealthSouth Corporation.","federal","agency action","Justice Department Civil Division","civil","","","","","","California","Los Angeles","","","","","","","","","","","https://www.justice.gov/opa/pr/los-angeles-kerlan-jobe-orthopaedic-clinic-pays-3-million-settle-kickback-allegations",""
"Kesco Shipping Corporation and Multi-Link Container Line, LLC","","$28,000","$0","$28,000","2012","20120724","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","http://efoia.bis.doc.gov/index.php/component/docman/doc_view/787-e2275?Itemid=",""
"Key Energy Services Inc.","Key Energy Services","$5,000,000","$0","$5,000,000","2016","20160811","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","Texas","publicly traded","KEG","oilfield services and supplies","oilfield services","https://www.sec.gov/litigation/admin/2016/34-78558.pdf",""
"KeySpan Corporation","National Grid","$12,000,000","$0","$12,000,000","2010","20100222","competition-related offenses","price-fixing or anti-competitive practices","","The Department of Justice announced a settlement with KeySpan Corporation that requires KeySpan to pay $12 million for violating the antitrust laws by entering into an agreement restraining competition in the New York City electricity capacity market. The department said the financial derivative agreement likely resulted in a price increase for retail electricity suppliers and, in turn, an increase in electricity prices for consumers.","federal","agency action","Justice Department Antitrust Division","civil","","","","","","","","","","","","Britain","","publicly traded","","utilities and power generation","utilities","https://www.justice.gov/opa/pr/justice-department-requires-keyspan-disgorge-12-million-profits-anticompetitive-agreement",""
"Kiekert AG","Kiekert","$6,100,000","$0","$6,100,000","2017","20170307","competition-related offenses","price-fixing or anti-competitive practices","","Kiekert AG, an automotive parts manufacturer based in Heiligenhaus, Germany, agreed to plead guilty and to pay a $6.1 million criminal fine for its role in a conspiracy to rig bids of side-door latches and latch minimodules installed in cars sold in the United States and elsewhere.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Germany","","privately held","","automotive parts","automotive closure systems","https://www.justice.gov/opa/pr/kiekert-ag-plead-guilty-bid-rigging-involving-auto-parts",""
"King Ocean Services, Ltd.","","$50,000","$0","$50,000","2016","20160929","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://www.fmc.gov/fmc-collects-338000-in-penalty-payments/",""
"King Ocean Services, S.A.","","$200,000","$0","$200,000","2000","20001130","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20010303050215/http://fmc.gov/Pressreleases/00-17nr.htm",""
"King Shipping Company","","$100,000","$0","$100,000","2012","20121114","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20190402235520/https://www.fmc.gov/NR_12-12/",""
"Kintetsu World Express","Kintetsu World Express","$10,465,677","$0","$10,465,677","2011","20110928","competition-related offenses","price-fixing or anti-competitive practices","","Six Japanese freight forwarders agreed to plead guilty and to pay criminal fines totaling $46.8 million for their roles in a conspiracy to fix certain fees in connection with the provision of freight forwarding services for air cargo shipments from Japan to the United States.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Japan","","publicly traded","","freight and logistics","freight services","https://www.justice.gov/opa/pr/six-japanese-freight-forwarding-companies-agree-plead-guilty-criminal-price-fixing-charges",""
"Kintetsu World Express (U.S.A.), Inc.","Kintetsu World Express","$30,000","$0","$30,000","2014","20140925","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","Japan","","publicly traded","","freight and logistics","freight services","http://efoia.bis.doc.gov/index.php/component/docman/doc_download/955-e2391?Itemid=",""
"Kiran Enterprises, Inc., dba Trenton Halal Meat Packing Co.","","$31,600","$0","$31,600","2012","20120426","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","New Jersey","Trenton","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf",""
"Klabzuba Oil & Gas, F.L.P.","","$300,000","$0","$300,000","2009","20090115","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","","","","https://www.ferc.gov/enforcement/civil-penalties/actions/civil-penalty-action-2009.asp",""
"KMS Cattle Inc.","","$8,000","$0","$8,000","2015","20150715","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Arkansas","Beebe","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2015NR.pdf",""
"KMT Gmbh","","$125,000","$0","$125,000","2013","20130923","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","http://efoia.bis.doc.gov/index.php/component/docman/doc_download/880-e2341?Itemid=",""
"Knopf International Inc.","","$24,000","$0","$24,000","2015","20151214","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://www.fmc.gov/fmc-collects-334000-in-penalty-payments/",""
"Koil, Inc. dba VShip Co.","","$75,000","$0","$75,000","2013","20131022","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20190402235518/https://www.fmc.gov/NR13-13/",""
"Koito Manufacturing Co. Ltd.","Koito Manufacturing","$56,600,000","$0","$56,600,000","2014","20140116","competition-related offenses","price-fixing or anti-competitive practices","","Koito Manufacturing Co. Ltd., a Tokyo-based company, agreed to plead guilty and to pay a total of $56.6 million in criminal fines for its roles in separate price-fixing conspiracies involving automobile lighting fixtures and lamp ballasts installed in cars sold in the United States and elsewhere.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Japan","","publicly traded","","automotive parts","automotive parts","https://www.justice.gov/opa/pr/koito-manufacturing-co-ltd-agrees-plead-guilty-price-fixing-automobile-parts-installed-us",""
"Kolon Industries Inc.","Kolon Industries","$360,000,000","$0","$360,000,000","2015","20150430","competition-related offenses","price-fixing or anti-competitive practices","","Kolon Industries Inc., a South Korean industrial company, pled guilty to conspiracy to steal trade secrets involving E.I. DuPont de Nemours & Co.'s Kevlar technology. The company was sentenced to pay $85 million in criminal fines and $275 million in restitution.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","South Korea","","publicly traded","","chemicals","chemicals","https://www.justice.gov/opa/pr/kolon-industries-inc-pleads-guilty-conspiring-steal-dupont-trade-secrets-involving-kevlar",""
"Kopp's Turkey Sales, Inc.","","$10,000","$0","$10,000","2012","20120217","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Ohio","Harrison","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf",""
"Korean Air Lines Co. Ltd.","Hanjin Group","$300,000,000","$0","$300,000,000","2007","20070801","competition-related offenses","price-fixing or anti-competitive practices","","U.K.-based British Airways Plc and South Korean-based Korean Air Lines Co. Ltd. each agreed to plead guilty and pay separate $300 million criminal fines for their roles in conspiracies to fix the prices of passenger and cargo flights.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","South Korea","","privately held","","diversified","diversified","https://www.justice.gov/archive/atr/public/press_releases/2007/224928.htm",""
"Kos Pharmaceuticals","AbbVie","$41,500,000","$0","$41,500,000","2010","20101207","competition-related offenses","kickbacks and bribery","","Kos Pharmaceuticals, a subsidiary of Abbott Laboratories, agreed to pay more than $41 million to resolve criminal and civil liability arising from allegations that the company offered and paid doctors, other medical professionals, physician groups and managed care organizations illegal kickbacks in the form of money, free travel, grants, honoraria and other valuable goods and services.","federal","agency action","Food and Drug Administration referral to the Justice Department","civil and criminal","deferred prosecution agreement","","","","","","","","","","","USA","Illinois","publicly traded","ABBV","pharmaceuticals","pharmaceuticals","https://www.justice.gov/opa/pr/kos-pharmaceuticals-pay-more-41-million-resolve-kickback-and-label-promotion-allegations",""
"Kottke Cattle Company","","$32,000","$0","$32,000","2013","20130117","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Wisconsin","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2013NR.pdf",""
"Kuhne + Nagel International AG","Kuehne & Nagel","$9,865,044","$0","$9,865,044","2010","20100930","competition-related offenses","price-fixing or anti-competitive practices","","Six international freight forwarders agreed to plead guilty and to pay criminal fines totaling $50.27 million for their roles in several conspiracies to fix a variety of fees and charges in connection with the provision of freight forwarding services for international air cargo shipments.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Switzerland","","publicly traded","","freight and logistics","logistics","https://www.justice.gov/opa/pr/six-international-freight-forwarding-companies-agree-plead-guilty-criminal-price-fixing",""
"Kwik-Site Corporation","","$54,000","$0","$54,000","2004","20040730","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA84","Source document obtained through a Freedom of Information Act request to the agency."
"L-3 Communications Corporation","L3Harris Technologies","$4,000,000","$0","$4,000,000","2006","20060328","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","USA","Florida","publicly traded","LHX","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=5e8df289db99db0044f9ff621f961950",""
"L-3 Communications Corporation","L3Harris Technologies","$33,000","$0","$33,000","2005","20050307","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","Florida","publicly traded","LHX","aerospace and military contracting","aerospace & military contracting","FOIA222","Source document obtained through a Freedom of Information Act request to the agency."
"L-3 Communications Corporation/L-3 Titan Corporation","L3Harris Technologies","$1,500,000","$0","$1,500,000","2006","20061018","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","USA","Florida","publicly traded","LHX","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=04ed7e05db15df00d0a370131f9619b2",""
"La Verne Lettinga","","$12,000","$0","$12,000","2017","20170329","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Michigan","Lake Odessa","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2017/032917LettingaLakeOdessaDecision&Order.pdf",""
"Lake Odessa Livestock Auction, Inc.?","","$36,000","$0","$36,000","2017","20170329","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Michigan","Lake Odessa","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2017/032917LettingaLakeOdessaDecision&Order.pdf",""
"Lake Odessa Livestock Auction, Inc. et al.","","$35,000","$0","$35,000","2011","20110908","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Michigan","Ravenna","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2011NR.pdf",""
"Lam Research Corporation","Lam Research","$27,500","$0","$27,500","2007","20071121","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","California","publicly traded","LRCX","electrical and electronic equipment","semiconductor equipment","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=410&Itemid=",""
"LAN Airlines","LATAM Airlines Group","$9,400,000","$0","$9,400,000","2016","20160725","competition-related offenses","Foreign Corrupt Practices Act","","LAN Airlines agreed to pay $9.4 million to settle a case relating to payments it authorized during a dispute with its union employees in Argentina. To settle the SEC's charges that it failed to keep accurate books and records and maintain adequate internal accounting controls, LAN agreed to pay $9.4 million in disgorgement and prejudgment interest.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","Chile","","publicly traded","LFL","airlines","airlines","https://www.sec.gov/news/pressrelease/2016-151.html",""
"LAN Cargo S.A.  And Aerolinhas Brasileiras S.A.","LATAM Airlines Group","$109,000,000","$0","$109,000,000","2009","20090122","competition-related offenses","price-fixing or anti-competitive practices","","Three air cargo carriers, LAN Cargo S.A., Aerolinhas Brasileiras S.A., and EL AL Israel Airlines Ltd. each agreed to plead guilty and pay criminal fines totaling $124.7 million for their roles in a conspiracy to fix prices in the air cargo industry. Under the plea agreements, LAN Cargo, a Chilean company, and ABSA, a Brazilian company that is substantially owned by LAN Cargo, agreed to pay a single criminal fine of $109 million. EL AL, an Israeli company, agreed to pay a criminal fine of $15.7 million.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Chile","","publicly traded","LFL","airlines","airlines","https://www.justice.gov/opa/pr/lan-cargo-sa-aerolinhas-brasileiras-sa-and-el-al-israel-airlines-ltd-agree-plead-guilty",""
"Landmark Food Corp.","","$1,500,000","$0","$1,500,000","2001","20010809","competition-related offenses","price-fixing or anti-competitive practices","bid-rigging","Three executives and two New York City food distribution companies were sentenced to pay a total of $4.23 million in restitution for their roles in rigging bids on more than $200 million of food contracts awarded by the New York City Board of Education. ","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/atr/public/press_releases/2001/8780.htm",""
"Las Vegas Sands Corp.","Las Vegas Sands Corp.","$9,000,000","$0","$9,000,000","2016","20160407","competition-related offenses","Foreign Corrupt Practices Act","","The Securities and Exchange Commission announced that Las Vegas Sands Corp. agreed to pay a $9 million penalty to settle charges that it violated the Foreign Corrupt Practices Act by failing to properly authorize or document millions of dollars in payments to a consultant facilitating business activities in China and Macao.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","Nevada","publicly traded","LVS","entertainment","casinos","https://www.sec.gov/news/pressrelease/2016-64.html",""
"Las Vegas Sands Corp.","Las Vegas Sands Corp.","$6,960,000","$0","$6,960,000","2017","20170119","competition-related offenses","Foreign Corrupt Practices Act","","Las Vegas Sands Corp., a Nevada-based gaming and resort company, agreed to pay a $6.96 million criminal penalty to resolve the government's investigation into violations of the Foreign Corrupt Practices Act in connection with business transactions in China and Macao.","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","USA","Nevada","publicly traded","LVS","entertainment","casinos","https://www.justice.gov/opa/pr/las-vegas-sands-corporation-agrees-pay-nearly-7-million-penalty-resolve-fcpa-charges-related",""
"LATAM Airlines Group S.A.","LATAM Airlines Group","$12,750,000","$0","$12,750,000","2016","20160725","competition-related offenses","Foreign Corrupt Practices Act","","LATAM Airlines Group S.A., a commercial airline company based in Chile, agreed to pay a $12.75 million criminal penalty in connection with a scheme to pay bribes to Argentine union officials via a false consulting contract with a third-party intermediary in violation of the accounting provisions of the Foreign Corrupt Practices Act. ","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","Chile","","publicly traded","LFL","airlines","airlines","https://www.justice.gov/opa/pr/latam-airlines-group-resolves-foreign-corrupt-practices-act-investigation-and-agrees-pay-1275",""
"Latin Node Inc.","","$2,000,000","$0","$2,000,000","2009","20090407","competition-related offenses","Foreign Corrupt Practices Act","","Latin Node Inc., a privately held Florida corporation, pleaded guilty to violating the Foreign Corrupt Practices Act in connection with improper payments in Honduras and Yemen.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/latin-node-inc-pleads-guilty-foreign-corrupt-practices-act-violation-and-agrees-pay-2-million",""
"Lattice Semiconductor Corporation","Lattice Semiconductor","$560,000","$0","$560,000","2004","20040910","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","Oregon","publicly traded","LSCC","electrical and electronic equipment","semiconductors","FOIA85","Source document obtained through a Freedom of Information Act request to the agency."
"Laurel Industrial Inc.","","$44,000","$0","$44,000","2005","20050512","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA212","Source document obtained through a Freedom of Information Act request to the agency."
"Layne Christensen Company","","$5,100,000","$0","$5,100,000","2014","20141027","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/News/PressRelease/Detail/PressRelease/1370543291857",""
"Lazy L Order Buyers","","$38,000","$0","$38,000","2012","20121220","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Florida","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf",""
"Leader Meret Halal Meat Corp.","","$7,500","$0","$7,500","2014","20140508","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","New York","Brooklyn","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2014NR.pdf",""
"Ledi Corporation","","$20,000","$0","$20,000","2002","20021024","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20021230130038/http://fmc.gov/Pressreleases/News%20Release%2002-10.htm",""
"Lemmon Livestock, Inc.","","$12,000","$0","$12,000","2012","20120419","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","South Dakota","Lemmon","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf",""
"LEO Transport Corporation Ltd","","$25,000","$0","$25,000","2002","20021024","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20021230130038/http://fmc.gov/Pressreleases/News%20Release%2002-10.htm",""
"Lethal Weapon Charters, Inc.","","$17,000","$0","$17,000","2007","20070330","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=349&Itemid=",""
"LG Chem Ltd.","LG","$1,056,000","$0","$1,056,000","2013","20130718","competition-related offenses","price-fixing or anti-competitive practices","","LG Chem Ltd., a leading manufacturer of secondary batteries, agreed to plead guilty and to pay a $1.056 million criminal fine for price fixing involving battery cells.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","South Korea","","publicly traded","","diversified","diversified","https://www.justice.gov/opa/pr/panasonic-and-its-subsidiary-sanyo-agree-plead-guilty-separate-price-fixing-conspiracies",""
"Louisville Gas and Electric Co.","PPL Corp.","$350,000","$0","$350,000","2009","20090422","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","USA","Pennsylvania","publicly traded","PPL","utilities and power generation","utilities","https://www.ferc.gov/enforcement/civil-penalties/actions/civil-penalty-action-2009.asp",""
