"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Baker Tilly Hong Kong Limited","","$84,101","$0","$84,101","2014","20141217","financial offenses","accounting fraud or deficiencies","","The SEC imposed sanctions against a Hong Kong-based audit firm and two accountants for failing to properly audit year-end financial statements of a company that the SEC had charged with fraud.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/pressrelease/2014-284.html",""
"Baltic Financial Services, Inc.","","$12,000","$0","$12,000","2010","20101216","financial offenses","anti-money-laundering deficiencies","","The Financial Crimes Enforcement Network announced a $12,000 civil money penalty against Baltic Financial Services, Inc. of Montclair, New Jersey, for non-compliance with Bank Secrecy Act registration requirements applicable to money transmitters. ","federal","agency action","Treasury Department Financial Crimes Enforcement Network","civil","","","","","","","","","","","","","","","","","","https://www.fincen.gov/news_room/nr/html/20101216.html",""
"Banamex USA","Citigroup","$97,440,000","$0","$97,440,000","2017","20170522","financial offenses","anti-money-laundering deficiencies","","Banamex USA (BUSA), a financial institution based in Los Angeles, California, and a subsidiary of Citigroup Inc., agreed to forfeit $97.44 million and entered into a non-prosecution agreement to resolve an investigation of Bank Secrecy Act violations. In its agreement with the Justice Department, the company admitted to criminal violations by willfully failing to maintain an effective anti-money laundering compliance program with appropriate policies, procedures, and controls to guard against money laundering and willfully failing to file Suspicious Activity Reports.","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","USA","New York","publicly traded","C","financial services","banking & securities","https://www.justice.gov/opa/pr/banamex-usa-agrees-forfeit-97-million-connection-bank-secrecy-act-violations",""
"Banamex USA","Citigroup","$140,000,000","$0","$140,000,000","2015","20150722","financial offenses","banking violation","anti-money-laundering deficiencies","The Federal Deposit Insurance Corporation announced the assessment of a civil money penalty of $140 million against Banamex USA, Century City, California, for violations of the Bank Secrecy Act and anti-money laundering laws and regulations.","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","USA","New York","publicly traded","C","financial services","banking & securities","https://www.fdic.gov/news/news/press/2015/pr15061.html",""
"Banc de Binary Ltd.","","$9,100,000","$0","$9,100,000","2016","20160309","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr7336-16",""
"The Banc Funds Company","","$75,000","$0","$75,000","2017","20170117","financial offenses","investor protection violation","","The Securities and Exchange Commission announced that 10 investment advisory firms agreed to pay penalties ranging from $35,000 to $100,000 to settle charges that they violated the SEC's investment adviser pay-to-play rule by receiving compensation from public pension funds within two years after campaign contributions made by the firms? associates.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/pressrelease/2017-15.html",""
"Banc of America Securities LLC","Bank of America","$10,000,000","$0","$10,000,000","2004","20040310","financial offenses","investor protection violation","securities issuance or trading violation","Banc of America Securities LLC agreed to pay $10 million to settle alleged  violations of the recordkeeping and access requirements of the securities laws.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.sec.gov/news/press/2004-29.htm",""
"Banc of America Securities LLC","Bank of America","$750,000","$0","$750,000","2006","20060531","financial offenses","investor protection violation","","The Securities and Exchange Commission announced the settlement of proceedings against 15 broker-dealer firms for engaging in violative practices in the auction rate securities market.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.sec.gov/news/press/2006/2006-83.htm",""
"Banc of America Capital Management LLC, BACAP Distributors LLC and Banc of America Securities LLC","Bank of America","$375,000,000","$0","$375,000,000","2005","20050209","financial offenses","investor protection violation","securities issuance or trading violation","The SEC ordered payments of $125 million in penalties and $250 million in disgorgement by Banc of America Capital Management LLC, BACAP Distributors LLC and Banc of America Securities LLC for entering into improper and undisclosed agreements that allowed favored large investors to engage in rapid short-term securities trading known as market timing.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.sec.gov/news/press/2005-16.htm",""
"Banc of America Investment Services, Inc.","Bank of America","$9,763,634","$0","$9,763,634","2008","20080501","financial offenses","investor protection violation","","Banc of America Investment Services, Inc. (BAISI) agreed to pay nearly $10 million to settle allegations that it failed to disclose to clients that in selecting investments for discretionary mutual fund wrap fee accounts, it favored two mutual funds affiliated with BAISI.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.sec.gov/news/press/2008/2008-72.htm",""
"Banc One Investment Advisors Corporation","JPMorgan Chase","$50,000,000","$0","$50,000,000","2004","20040629","financial offenses","investor protection violation","securities issuance or trading violation","market-timing","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","New York","publicly traded","JPM","financial services","banking & securities","https://www.sec.gov/news/press/2004-90.htm",""
"Banca Commerciale Italiana","","$6,450","$0","$6,450","2004","20040402","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04022004.pdf",""
"Banca Credinvest SA","","$3,022,000","$0","$3,022,000","2015","20150603","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/two-more-banks-reach-resolutions-under-justice-departments-swiss-bank-program",""
"Banca dello Stato del Cantone Ticino","","$3,393,000","$0","$3,393,000","2015","20150830","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/two-swiss-banks-reach-resolutions-under-justice-departments-swiss-bank-program",""
"Banco Bilbao Vizcaya Argentaria, S.A.","Banco Bilbao Vizcaya Argentaria","$27,000,000","$0","$27,000,000","2016","20161221","financial offenses","banking violation","","The Federal Reserve Board assessed a civil money penalty of $27 million against Banco Bilbao Vizcaya Argentaria, S.A., Bilbao, Spai, and its subsidiary, BBVA Securities, Inc., New York, New York (BSI), for exceeding limits on BSI's securities underwriting and dealing activities previously imposed by the Board.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","Spain","","publicly traded","BBVA","financial services","banking","https://www.federalreserve.gov/newsevents/press/enforcement/20161221a.htm",""
"Banco Bradesco S.A","","$9,000","$0","$9,000","2003","20031003","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/10032003.pdf",""
"Banco de Chile","","$5,500","$0","$5,500","2004","20040806","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/08062004.pdf",""
"Banco de Chile","","$3,000,000","$0","$3,000,000","2005","20051011","financial offenses","anti-money-laundering deficiencies","banking violation","","federal","agency action","Office of the Comptroller of the Currency","civil","","","AA-EC-05-84","","","","","","","","","","","","","","","https://www.occ.gov/static/enforcement-actions/ea2005-140.pdf",""
"Banco do Brasil","","$10,162","$0","$10,162","2004","20040806","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/08062004.pdf",""
"Banco do Brasil, S.A.","","$139,500","$0","$139,500","2015","20151104","financial offenses","economic sanction violation","","The U.S. Department of the Treasury's Office of Foreign Assets Control announced a $139,500 settlement with Banco do Brasil, S.A., New York Branch  for seven apparent violations of Iranian Transactions and Sanctions Regulations.","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/20151104.aspx",""
"Banco Do Estado Do Parana","","$75,000","$0","$75,000","2000","20000524","financial offenses","banking violation","","","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","","","","","","","","","","","","","http://apps.occ.gov/EASearch/?Search=Banco+Do+Estado+Do+Parana&Category=&ItemsPerPage=10&Sort=&AutoCompleteSelection=",""
"BANCO ESPIRITO SANTO S. A.","Banco Espirito Santo","$975,000","$0","$975,000","2012","20120402","financial offenses","banking violation","","The Federal Reserve Board issued a consent cease and desist order and assessed a $975,000 civil money penalty against Banco Esporito Santo S.A.  and its U.S.  affiliate resolving allegations that the bank, without required notice or approval under the International Banking Act, operated representative offices in the United States.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","Portugal","","out of business","","financial services","banking","http://www.federalreserve.gov/newsevents/press/enforcement/20120402a.htm",""
"Banco Espirito Santo S.A.","Banco Espirito Santo","$7,000,000","$0","$7,000,000","2011","20111024","financial offenses","investor protection violation","","Banco Espirito Santo S.A. agreed to settle alleged violations of the broker-dealer and investment adviser registration provisions and the securities transaction registration provisions of the federal securities laws.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","Portugal","","out of business","","financial services","banking","https://www.sec.gov/news/press/2011/2011-221.htm",""
"BANCO INDUSTRIAL DE VENEZUELA, C. A.","","$600,000","$0","$600,000","2011","20110415","financial offenses","banking violation","","The Board of Governors of the Federal Reserve System, the New York State Banking Department, and the Florida Office of Financial Regulation announced the issuance of a consent Cease and Desist Order and Assessment of Civil Money Penalties totaling $1.8 million against Banco Industrial de Venezuela, C.A. and BIV's agencies in New York and Miami.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","","","","","","","http://www.federalreserve.gov/newsevents/press/enforcement/20110415a.htm",""
"Bancomer S.A.","","$5,000","$0","$5,000","2003","20030404","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04042003.pdf",""
"Bancorp Bank","","$4,300,000","$0","$4,300,000","2015","20151223","financial offenses","banking violation","","The Federal Deposit Insurance Corporation announced a settlement with The Bancorp Bank, Wilmington, Del., for unfair and deceptive practices in violation of Section 5 of the Federal Trade Commission Act (Section 5).","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","","","","","","","https://www.fdic.gov/news/news/press/2015/pr15103.html",""
"Bancorp Bank","","$172,000","$0","$172,000","2012","20120808","financial offenses","banking violation","student loan abuses","The Federal Deposit Insurance Corporation announced settlements with Higher One, Inc., New Haven, Connecticut, (Higher One) and The Bancorp Bank, Wilmington, Delaware, for alleged unfair and deceptive practices in violation of Section 5 of the Federal Trade Commission Act (Section 5). Under the settlements, both Higher One and The Bancorp Bank agreed to Consent Orders and Higher One agreed to provide restitution of approximately $11 million to approximately 60,000 students. In addition, the FDIC imposed civil money penalties of $110,000 for Higher One and $172,000 for The Bancorp Bank.","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","","","","","","","","","","","","","https://www.fdic.gov/news/news/press/2012/pr12092.html",""
"BancorpSouth Bank","BancorpSouth","$10,600,000","$0","$10,600,000","2016","20160629","financial offenses","mortgage abuses","discriminatory practices (non-employment)","The Consumer Financial Protection Bureau and the Department of Justice announced a joint action against BancorpSouth Bank for discriminatory mortgage lending practices that harmed African Americans and other minorities.  The complaint filed by the CFPB and DOJ alleged that BancorpSouth engaged in numerous discriminatory practices, including illegally redlining in Memphis; denying certain African Americans mortgage loans more often than similarly situated non-Hispanic white applicants; charging African-American customers for certain mortgage loans more than non-Hispanic white borrowers with similar loan qualifications; and implementing an explicitly discriminatory loan denial policy. BancorpSouth agreed to pay $4 million in direct loan subsidies in minority neighborhoods in Memphis, at least $800,000 for community programs, advertising, outreach, and credit repair, $2.78 million to African-American consumers who were unlawfully denied or overcharged for loans, and a $3 million penalty.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","USA","Mississippi","publicly traded","BXS","financial services","banking","http://www.consumerfinance.gov/about-us/newsroom/consumer-financial-protection-bureau-and-department-justice-action-requires-bancorpsouth-pay-106-million-address-discriminatory-mortgage-lending-practices/",""
"Bancroft State Bank","","$15,065","$0","$15,065","2014","20140306","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Wisconsin","Bancroft","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6NmAAK?operationContext=S1",""
"BANGOR SAVINGS BANK","","$22,715","$0","$22,715","2007","20070627","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-112k","","","Maine","BANGOR","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5HmAAK?operationContext=S1",""
"The Bank","","$46,050","$0","$46,050","2005","20050421","financial offenses","banking violation","","","federal","agency action","Federal Reserve","civil","","","","","","Alabama","Warrior","","","","","","","","","","","https://www.federalreserve.gov/boarddocs/press/enforcement/2005/20050421/default.htm",""
"Bank CIC","","$3,281,000","$0","$3,281,000","2015","20151119","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-three-banks-reach-resolutions-under-swiss-bank-program-0",""
"Bank Coop AG","","$3,223,000","$0","$3,223,000","2015","20151210","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-two-banks-reach-resolutions-under-swiss-bank-program-3",""
"Bank EKI Genossenschaft","","$400,000","$0","$400,000","2015","20150803","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/bank-eki-genossenschaft-reaches-resolution-under-justice-departments-swiss-bank-program",""
"BANK FORWARD (F/K/A SECURITY STATE BANK OF NORTH DAKOTA)","","$10,400","$0","$10,400","2007","20070531","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-80k","","","North Dakota","HANNAFORD","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5lcAAC?operationContext=S1",""
"Bank-Fund Staff Federal Credit Union","","$14,000","$0","$14,000","2005","20050401","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/04012005.pdf",""
"Bank J. Safra Sarasin AG","","$85,809,000","$0","$85,809,000","2015","20151223","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-four-banks-reach-resolutions-under-swiss-bank-program-0",""
"Bank Julius Baer & Co. Ltd.","Julius Baer Group","$547,000,000","$0","$547,000,000","2016","20160204","financial offenses","tax violations","","Swiss bank Julius Baer admitted conspiring with many of its U.S. taxpayer-clients and others to help U.S. taxpayers hide billions of dollars in offshore accounts from the IRS and to evade U.S. taxes on the income earned in those accounts.","federal","agency action","Justice Department Tax Division","criminal","deferred prosecution agreement","","","","","","","","","","","Switzerland","","publicly traded","","financial services","banking","https://www.justice.gov/opa/pr/criminal-charges-filed-against-bank-julius-baer-switzerland-deferred-prosecution-agreement",""
"Bank La Roche & Co AG","","$9,296,000","$0","$9,296,000","2015","20150915","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/bank-la-roche-co-ag-reaches-resolution-under-justice-departments-swiss-bank-program",""
"Bank Leumi","Bank Leumi","$1,600,000","$0","$1,600,000","2016","20161018","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","Israel","","publicly traded","","financial services","banking","https://www.sec.gov/news/pressrelease/2016-220.html",""
"Bank Leumi Group","Bank Leumi","$270,000,000","$0","$270,000,000","2014","20141222","financial offenses","tax violations","","A major Israeli international bank admitted that it conspired to aid and assist U.S. taxpayers to prepare and present false tax returns to the Internal Revenue Service by hiding income and assets in offshore bank accounts in Israel and elsewhere around the world.","federal","agency action","Justice Department Tax Division","criminal","deferred prosecution agreement","","","","","","","","","","","Israel","","publicly traded","","financial services","banking","https://www.justice.gov/opa/pr/bank-leumi-admits-assisting-us-taxpayers-hiding-assets-offshore-bank-accounts",""
"Bank Linth LLB AG","","$4,150,000","$0","$4,150,000","2015","20150619","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/two-more-banks-reach-resolutions-under-justice-departments-swiss-bank-program-1",""
"Bank Lombard Odier & Co Ltd","","$99,809,000","$0","$99,809,000","2015","20151231","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-two-banks-reach-resolutions-under-swiss-bank-program-4",""
"BANK OF AGRICULTURE AND COMMERCE","","$100,000","$0","$100,000","2009","20090625","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-406k","","","California","STOCKTON","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4I1AAK?operationContext=S1",""
"Bank of America","Bank of America","$158,038","$0","$158,038","2003","20031107","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/11072003.pdf",""
"Bank of America","Bank of America","$13,573","$0","$13,573","2004","20040204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02062004.pdf",""
"Bank of America","Bank of America","$10,350,000,000","$0","$10,350,000,000","2013","20130107","financial offenses","toxic securities abuses","","Bank of America announced a settlement with the Federal National Mortgage Association (Fannie Mae) to resolve outstanding and potential repurchase and certain other claims relating to the origination, sale and delivery of substantially all residential mortgage loans originated and sold directly to Fannie Mae from January 1, 2000 through December 31, 2008 by entities related to Countrywide Financial Corporation and Bank of America. As part of the agreement Bank of America agreed to make a cash payment to Fannie Mae of $3.6 billion and also repurchase for $6.75 billion certain residential mortgage loans sold to Fannie Mae.","federal","agency action","Fannie Mae","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://newsroom.bankofamerica.com/press-release/corporate-and-financial-news/bank-america-announces-settlement-fannie-mae-resolve-agen",""
"Bank of America","Bank of America","$2,886,578,478","$0","$2,886,578,478","2013","20130107","financial offenses","banking violation","mortgage abuses","Ten mortgage servicing companies subject to enforcement actions for deficient practices in mortgage loan servicing and foreclosure processing reached an agreement in principle with the Office of the Comptroller of the Currency and the Federal Reserve Board to pay more than $8.5 billion in cash payments and other assistance to help borrowers.","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://www.occ.gov/static/enforcement-actions/ea2013-127.pdf",""
"Bank of America","Bank of America","$1,520,000,000","$0","$1,520,000,000","2011","20110103","financial offenses","toxic securities abuses","","Bank of America announced agreements with the Federal Home Loan Mortgage Corporation (Freddie Mac) and the Federal National Mortgage Association (Fannie Mae) to resolve repurchase claims involving certain residential mortgage loans sold to them by entities related to Countrywide Financial Corporation.","federal","agency action","Fannie Mae","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://investor.bankofamerica.com/phoenix.zhtml?c=71595&p=irol-newsArticle&ID=1511819#fbid=8LGtPaIF5oo",""
"Bank of America","Bank of America","$1,300,000,000","$0","$1,300,000,000","2011","20110103","financial offenses","toxic securities abuses","","Bank of America announced agreements with the Federal Home Loan Mortgage Corporation (Freddie Mac) and the Federal National Mortgage Association (Fannie Mae) to resolve repurchase claims involving certain residential mortgage loans sold to them by entities related to Countrywide Financial Corporation.","federal","agency action","Freddie Mac","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://investor.bankofamerica.com/phoenix.zhtml?c=71595&p=irol-newsArticle&ID=1511819#fbid=8LGtPaIF5oo",""
"Bank of America","Bank of America","$404,000,000","$0","$404,000,000","2013","20131202","financial offenses","toxic securities abuses","","Freddie Mac announced a settlement with Bank of America concerning Freddie Mac's claims related to representations and warranties on single-family loans sold to Freddie Mac.","federal","agency action","Freddie Mac","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://freddiemac.mwnewsroom.com/press-releases/freddie-mac-announces-settlement-with-bank-of-amer-otcqb-fmcc-1072721",""
"Bank of America","Bank of America","$165,000,000","$0","$165,000,000","2013","20130402","financial offenses","toxic securities abuses","","The National Credit Union Administration announced a settlement with Bank of America and certain of its subsidiaries for $165 million for losses related to purchases of residential mortgage-backed securities by failed corporate credit unions.","federal","agency action","National Credit Union Administration","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.ncua.gov/newsroom/Pages/NW20130402BOA.aspx",""
"Bank of America","Bank of America","$150,000,000","$0","$150,000,000","2010","20100211","financial offenses","investor protection violation","","The Securities and Exchange Commission announced that Bank of America agreed to pay $150 million to settle SEC charges that the company failed to properly disclose employee bonuses and financial losses at Merrill Lynch before shareholders approved the merger of the companies in December 2008.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.sec.gov/news/digest/2010/dig020410.htm",""
"Bank of America Corporation","Bank of America","$16,650,000,000","$0","$16,650,000,000","2014","20140821","financial offenses","mortgage abuses","","The Department of Justice announced a $16.65 billion settlement with Bank of America Corporation to resolve federal and state claims against the company and its former and current subsidiaries, including Countrywide Financial Corporation and Merrill Lynch. As part of this global resolution, the bank agreed to pay a $5 billion penalty under the Financial Institutions Reform, Recovery and Enforcement Act and provide billions of dollars of relief to struggling homeowners, including funds that will help defray tax liability as a result of mortgage modification, forbearance or forgiveness. The settlement did not absolve Bank of America, its current or former subsidiaries and affiliates or any individuals from potential criminal prosecution.","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.justice.gov/opa/pr/bank-america-pay-1665-billion-historic-justice-department-settlement-financial-fraud-leading",""
"Bank of America Corporation","Bank of America","$10,956,600,000","$0","$10,956,600,000","2012","20120209","financial offenses","mortgage abuses","","The federal government and 49 state attorneys general reached a $25 billion agreement with the nation's five largest mortgage servicers to address mortgage loan servicing and foreclosure abuses. The penalty figure is the total of the amounts specified in the the individual company's consent judgment for direct payments and homeowner relief.","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://d9klfgibkcquc.cloudfront.net/Consent_Judgment_BoA-4-11-12.pdf",""
"Bank of America Corporation","Bank of America","$9,300,000,000","$0","$9,300,000,000","2014","20140326","financial offenses","toxic securities abuses","","The Federal Housing Finance Agency announced a settlement in cases involving Bank of America, Countrywide Financial, Merrill Lynch concerning alleged violations of federal and state securities laws in connection with private-label, residential mortgage-backed securities  purchased by Fannie Mae and Freddie Mac between 2005 and 2007.","federal","agency action","Federal Housing Finance Agency","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://www.fhfa.gov/Media/PublicAffairs/Pages/FHFA-Announces-$9-3-Billion-Settlement-With-Bank-of-America-Corporation.aspx",""
"BANK OF AMERICA CORPORATION","Bank of America","$205,000,000","$0","$205,000,000","2015","20150520","financial offenses","banking violation","","The Federal Reserve announced it will impose fines totaling more than $1.8 billion against six major banking organizations for their unsafe and unsound practices in the foreign exchange markets.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://www.federalreserve.gov/newsevents/press/enforcement/20150520a.htm",""
"Bank of America Corporation","Bank of America","$175,500,000","$0","$175,500,000","2012","20120209","financial offenses","banking violation","mortgage abuses","The Federal Reserve Board released orders related to the previously announced monetary sanctions against five banking organizations for unsafe and unsound processes and practices in residential mortgage loan servicing and processing.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://www.federalreserve.gov/newsevents/press/enforcement/enf20120213b1.pdf",""
"Bank of America Corporation","Bank of America","$33,000,000","$0","$33,000,000","2009","20090803","financial offenses","investor protection violation","","Bank of America Corporation agreed to pay $33 million to settle allegations that it misled investors about billions of dollars in bonuses that were being paid to Merrill Lynch & Co. executives at the time of its acquisition of the firm.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.sec.gov/news/press/2009/2009-177.htm",""
"Bank of America Corporation","Bank of America","$7,650,000","$0","$7,650,000","2014","20140929","financial offenses","investor protection violation","securities issuance or trading violation","The Securities and Exchange Commission announced that Bank of America Corporation agreed to settle allegations of violating internal controls and recordkeeping provisions of the federal securities laws after it assumed a large portfolio of structured notes and other financial instruments as part of its acquisition of Merrill Lynch.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.sec.gov/News/PressRelease/Detail/PressRelease/1370543065483",""
"Bank of America N.A.","Bank of America","$370,000,000","$0","$370,000,000","2012","20120913","financial offenses","banking violation","discriminatory practices (non-employment)","Bank of America N.A. agreed to maintain revised policies, conduct employee training and pay compensation to victims to resolve allegations that it engaged in a pattern or practice of discrimination on the basis of disability and receipt of public assistance in violation of the Fair Housing Act and the Equal Credit Opportunity Act.","federal","agency action","Justice Department Civil Rights Division","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.justice.gov/opa/pr/justice-department-reaches-settlement-bank-americato-resolve-allegations-discrimination",""
"Bank of America N.A.","Bank of America","$16,562,700","$0","$16,562,700","2014","20140724","financial offenses","economic sanction violation","","The U.S. Department of the Treasury's Office of Foreign Assets Control announced a $16,562,700 settlement with Bank of America, N.A. to settle potential liability for apparent violations of sanctions regulations.","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/20140724.aspx",""
"Bank of America, National Association","Bank of America","$250,000,000","$0","$250,000,000","2014","20141111","financial offenses","banking violation","","The Office of the Comptroller of the Currency assessed fines against three national banks for unsafe or unsound practices related to their foreign exchange trading businesses.","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","North Carolina","Charlotte","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://occ.gov/news-issuances/news-releases/2014/nr-occ-2014-157.html",""
